name,nat,tm,age,pos,cm,kg,app,min,G,A,yel,red,spG,pa%,aerWon,moM,tac,int,fouls,offW,clear,drbP,blcks,ownG,KP,drb,fouled,cOff,disp,unsT,avgP,crosses,longB,thrB,season
Mikael Silvestre,Arsenal,fr,39,D(C),184,85,9(3),857,1,0,2,0,0.5,81.7,0.9,0,1.3,2.3,1.2,0.8,3.7,0.4,0.5,0,0.3,0.2,0.5,0,0.2,0,36.9,0,3.3,0,2009-10
Tomas Rosicky,Arsenal,cz,35,M(CR),178,65,14(11),1299,3,4,1,0,1.6,81.1,0.4,0,0.9,0.7,0.5,0,0.3,0.4,0,0,1.1,0.9,1.4,0,1,0,29.6,0.3,0.7,0.2,2009-10
Abou Diaby,Arsenal,fr,30,M(C),191,75,26(3),2322,6,3,2,0,1.3,83.1,1.9,6,2.7,2.7,1.8,0,2,0.6,0,1,1.2,2.7,1.6,0.1,2.9,0,53.3,0.1,1.4,0.3,2009-10
Bacary Sagna,Arsenal,fr,33,D(CR),176,72,31(4),2761,0,3,3,0,0.3,85.4,1.6,0,1.8,2.2,0.7,0.5,3.9,0.3,0.2,0,0.8,0.3,1.2,0,1.1,0,45.9,0.9,1.1,0,2009-10
Gaël Clichy,Arsenal,fr,31,D(L),176,65,23(1),2086,0,1,4,0,0.3,79.3,1.2,0,3,3.4,1,0.5,3.6,1.1,0.2,0,0.5,1,1,0,0.5,0,49,0.5,2.4,0,2009-10
Denílson,Arsenal,br,28,M(C),182,70,19(1),1573,3,1,2,0,1.1,86.4,1.5,2,2.6,3.1,1.7,0,1,1.9,0.2,0,0.6,0.6,2.1,0,2.1,0,63,0.2,3.4,0.1,2009-10
Eduardo da Silva,Arsenal,hr,33,"M(C),FW",177,72,13(11),1121,2,4,0,0,1.8,80.9,0.4,0,0.3,0.5,0.6,0,0,0.2,0,0,1.2,0.6,0.4,0.4,1,0,15.3,0,0.2,0.1,2009-10
Vito Mannone,Arsenal,it,28,GK,188,80,5,450,0,0,1,0,0,57,0,1,0,0,0,0,0.8,0,0,0,0,0,0.4,0,0,0,25.6,0,8.6,0,2009-10
Robin van Persie,Arsenal,nl,33,FW,183,71,14(2),1256,9,7,3,0,4.8,79.7,0.9,2,0.7,0.9,1.5,0.1,0.6,0.3,0,0,2.6,0.9,1.4,1.1,2,0,27.4,0.9,0.6,0.8,2009-10
Jack Wilshere,Arsenal,eng,24,M(CLR),172,68,0(1),1,0,0,0,0,0,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2009-10
Samir Nasri,Arsenal,fr,29,M(CLR),175,75,22(4),1888,2,4,2,0,1.4,86.4,0.1,1,1.4,1.4,0.4,0,0.4,0.5,0,0,2,1.6,0.7,0.2,2.5,0,44.7,1.1,1.8,0.4,2009-10
Kieran Gibbs,Arsenal,eng,26,D(L),178,70,3,270,0,0,1,0,0.3,77.6,1.7,0,3.3,3.7,0.3,0,4,1,0,0,0.3,1,0.7,0.3,0.3,0,55,0.7,1.3,0,2009-10
Carlos Vela,Arsenal,mx,27,"M(CLR),FW",177,75,1(10),227,1,0,0,0,0.5,82,0.1,0,0.3,0.1,0.6,0,0.1,0,0,0,0.5,0.4,0.6,0.2,0.9,0,9.1,0.1,0.3,0,2009-10
Armand Traore,Arsenal,sn,26,"D(L),M(L)",185,81,9,805,0,0,2,0,0.1,83.7,1.9,0,2.6,2.9,0.7,0.4,4.9,0.9,0,0,0.3,0.9,0.6,0,1.1,0,49.8,0.1,1.9,0,2009-10
Nicklas Bendtner,Arsenal,dk,28,FW,194,89,13(10),1228,6,5,2,0,2.3,73.3,2.4,1,0.7,0.4,0.7,0,0.7,0.1,0.1,0,0.8,0.4,0.6,0.3,2,0,22,0.2,0.5,0.1,2009-10
Cesc Fàbregas,Arsenal,es,29,"M(CL),FW",175,74,26(1),2194,15,13,5,0,3.2,79.3,0.5,11,2.3,2.3,1.3,0,0.9,1,0.1,0,3.5,1.9,1.8,0.1,2.7,0,66.1,1.1,4.2,1,2009-10
Sol Campbell,Arsenal,eng,41,D(L),188,88,10(1),955,0,0,3,0,0.5,81.4,1.9,0,2.4,2.5,1,1.1,5.1,0.3,0.7,0,0.2,0.4,0.7,0,0.5,0,34.6,0,2.2,0,2009-10
Theo Walcott,Arsenal,eng,27,"M(LR),FW",176,68,12(11),1132,3,2,0,0,1.5,83,0.2,0,0.6,0.3,0.3,0,0.2,0.1,0,0,1,0.8,0.6,0.2,1.9,0,14.6,0.8,0.2,0.2,2009-10
Lukasz Fabianski,Arsenal,pl,31,GK,190,83,4,360,0,0,1,0,0,43.3,0.8,0,0,0,0.3,0,2,0,0,0,0,0,0.3,0,0,0,26,0,5.3,0,2009-10
Emmanuel Eboué,Arsenal,ci,33,D(R),178,72,17(8),1496,1,3,4,0,0.6,86.7,0.2,0,1.7,1.4,0.8,0.1,0.6,0.3,0.2,0,1,1.7,1.6,0.2,1.3,0,29.8,0.2,1.1,0.2,2009-10
Craig Eastmond,Arsenal,,25,Midfielder,173,75,2(2),171,0,0,0,0,0.5,81.7,1.5,0,1.8,2.3,1,0,0.5,0.8,0.8,0,0.5,0,0.8,0,0.8,0,26,0,0.8,0,2009-10
William Gallas,Arsenal,fr,39,D(C),181,69,26,2340,3,0,2,0,0.7,89,1.5,0,1.5,1.9,0.5,1.5,7.8,0.4,0.6,0,0.1,0.2,0.5,0.3,0.5,0,39.3,0,2,0,2009-10
Aaron Ramsey,Arsenal,wls,25,M(CR),178,76,7(11),780,3,3,0,0,1.1,85.6,0.7,1,1.4,1,0.7,0,0.4,0.4,0.1,0,0.8,0.6,0.7,0,1.6,0,34.8,0.1,2.4,0.1,2009-10
Alexandre Song,Arsenal,cm,29,M(C),185,74,25(1),2240,1,1,10,0,0.5,84.7,1.5,1,3.3,3.1,2.2,0.1,2.2,1.4,0.2,0,0.9,1.2,1.5,0,1.6,0,57.2,0,3.1,0.4,2009-10
Thomas Vermaelen,Arsenal,be,30,D(CL),183,80,33,2799,7,1,3,1,1.2,83.3,3.1,0,1.9,2,0.8,1.1,7.1,0.2,0.5,1,0.2,0.3,1,0.1,0.3,0,34.3,0,2.7,0,2009-10
Fran Mérida,Arsenal,es,26,AM(C),177,74,0(4),61,1,0,0,0,0.3,78.7,0.3,0,1,0.3,0.5,0,0.3,0.3,0.3,0,0.3,0,0.8,0.3,0.3,0,11.8,0,0.3,0,2009-10
Andrey Arshavin,Arsenal,ru,35,AM(LR),172,69,25(5),2267,10,1,2,0,2.9,73.6,0.2,1,1.2,0.8,1.3,0,0,0.2,0,0,1.3,1.4,1,0.7,2.3,0,29.3,0.5,0.8,0.4,2009-10
Henri Lansbury,Arsenal,eng,25,M(C),183,85,0(1),13,0,0,0,0,1,93.8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,16,1,2,0,2009-10
Johan Djourou,Arsenal,ch,29,D(C),191,87,0(1),28,0,0,0,0,0,89.5,0,0,1,1,1,0,1,0,0,0,0,0,3,0,0,0,19,0,4,0,2009-10
Manuel Almunia,Arsenal,es,39,GK,191,86,29,2610,0,1,1,0,0,43.9,0.1,0,0,0,0,0,1,0,0,0,0,0,0.2,0,0,0,27.5,0,6.4,0,2009-10
Ivan Klasnic,Bolton,hr,36,"AM(L),FW",186,82,12(15),1211,8,1,5,0,2.3,72.3,0.3,1,0.4,0.6,0.7,0,0.5,0.4,0,0,0.7,0.4,0.5,0.5,1,0,13.9,0,0.5,0.2,2009-10
Paul Robinson,Bolton,eng,37,D(CL),175,72,24(1),2193,0,2,7,0,0,70.4,1.3,0,3,2.2,1.2,0.2,4,1.1,0.4,0,0.4,0,1.2,0,0.4,0,34.8,0.5,3.3,0,2009-10
Gary Cahill,Bolton,eng,30,D(C),193,86,29,2610,5,1,3,0,1.3,68.4,4.4,5,2.2,1.7,1,1.1,11.7,0.3,1,0,0.1,0.3,1.1,0,0.3,0,21.4,0,2.2,0,2009-10
Fabrice Muamba,Bolton,eng,28,"M(CR),FW",188,78,35(1),2948,1,0,11,0,1.1,70.9,0.5,0,4.2,2.2,1.8,0,1.5,0.7,0.1,0,0.4,0.2,0.5,0,0.9,0,22.5,0,1.3,0.1,2009-10
Mustapha Riga,Bolton,gh,34,Forward,179,75,0(1),1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009-10
Jack Wilshere,Bolton,eng,24,M(CLR),172,68,13(1),1093,1,1,4,0,1.2,74.2,0.4,0,2.3,2.1,1.9,0,0.3,1.1,0,0,1.4,1.3,2.4,0,1.6,0,28.5,0.5,1,0.2,2009-10
Jlloyd Samuel,Bolton,tt,35,D(C),180,72,12(1),1029,0,0,4,1,0.1,66.6,2.1,0,1.6,1.3,1,0.2,5.1,0.6,0.7,1,0.5,0.4,0.8,0.1,0.5,0,25.1,0.4,3,0,2009-10
Lee Chung-yong,Bolton,kr,28,M(CLR),180,75,27(7),2414,4,3,4,0,0.8,68,0.9,2,1.5,2,0.5,0,0.6,0.4,0,0,1.6,1.2,1.2,0.1,1.6,0,21.1,1.4,0.4,0.1,2009-10
Zat Knight,Bolton,eng,36,D(C),199,103,35,3150,1,0,1,0,0.6,62.5,2.5,1,1.9,2.2,0.6,1.1,12.4,0.7,0.7,1,0.2,0.3,0.7,0,0.1,0,20.7,0,2.1,0,2009-10
Gavin McCann,Bolton,eng,38,Midfielder,180,80,5(6),532,0,0,4,0,0.4,67.5,0.7,0,1.5,1.5,1,0.1,1.9,0.5,0.4,0,0.5,0.4,0.4,0,0.7,0,19.3,0.5,1.6,0.2,2009-10
Stuart Holden,Bolton,us,31,M(CR),178,73,1(1),114,0,0,0,0,1.5,80.6,0,0,3.5,1,1.5,0,3,0.5,0.5,0,1,0,1,0.5,0.5,0,18,1,2,0,2009-10
Sean Davis,Bolton,eng,36,Midfielder,175,76,3,234,0,0,2,1,1.7,73.6,0,0,4,1,3,0,0,0,0.7,0,1.3,0,1.3,0,1.7,0,30.3,1.3,3,0,2009-10
Johan Elmander,Bolton,se,35,"M(C),FW",188,84,15(10),1353,3,1,2,0,1.7,65.7,1.3,1,1.1,1.3,1.1,0,0.7,0.8,0.2,0,0.9,0.3,0.8,0.2,1.5,0,16,0.3,0.6,0,2009-10
Chris Basham,Bolton,eng,28,"D(CR),M(CR)",180,79,2(6),237,0,1,0,0,0.5,67.9,0.3,0,1,0.6,0.1,0.1,1,0.4,0.3,0,0.3,0.1,0.3,0,0.1,0,9.8,0.1,1.1,0,2009-10
Andy O'Brien,Bolton,ie,37,D(C),191,94,6,514,0,0,0,0,0.2,54.3,2.3,0,1.5,2.2,2.2,0,9.7,0.3,0.7,0,0,0,0.7,0,0,0,21.2,0,1.5,0,2009-10
Tamir Cohen,Bolton,il,32,M(CR),181,71,26(1),2102,3,3,6,1,2.3,69.5,1.3,1,2.8,1.9,2,0,2,1,0.5,0,0.6,0.1,0.8,0,0.3,0,20.5,0,1,0.1,2009-10
Jussi Jääskeläinen,Bolton,fi,41,GK,191,81,38,3420,0,0,3,0,0,44.8,0.1,0,0,0,0,0,0.8,0.1,0,0,0.1,0.1,0.1,0,0,0,34.2,0,14.3,0,2009-10
Danny Ward,Bolton,eng,24,"AM(CL),FW",178,72,0(2),16,0,0,0,0,0.5,42.9,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,3.5,0,0,0,2009-10
Vladimir Weiss,Bolton,sk,26,M(CL),173,71,3(10),386,0,3,0,0,0.3,75,0,0,1.2,0.6,0.2,0,0.2,0.6,0.1,0,0.5,1,1.2,0,0.8,0,8,0.7,0.3,0.1,2009-10
Ricardo Gardner,Bolton,jm,37,AM(C),175,70,11(10),1107,1,1,1,0,0.7,80.8,0.8,0,1.9,1.4,0.8,0,0.7,0.6,0.2,0,0.7,0.4,0.8,0.2,1.2,0,21.6,0.3,1,0.1,2009-10
Mark Davies,Bolton,eng,28,M(CLR),180,74,5(12),549,0,0,1,0,0.5,83.8,0.1,0,1.6,0.9,0.9,0,0.2,0.4,0,0,0.1,0.6,0.9,0.1,0.4,0,9.4,0.1,0.8,0,2009-10
Sam Ricketts,Bolton,wls,34,"D(CR),DMC",185,76,25(2),2168,0,1,1,1,0.2,62.6,1.3,0,1.6,1.3,0.7,0.2,5.9,0.4,0.6,1,0.6,0.6,0.7,0,0.4,0,20.8,0.6,1.7,0,2009-10
Grétar Steinsson,Bolton,is,34,D(R),189,78,25(2),2218,0,2,4,1,0.6,60.2,1.5,0,2.5,1.9,0.9,0.3,5.1,0.5,0.3,0,0.6,0.3,0.6,0,0.5,0,24.4,0.4,1.6,0.1,2009-10
Matthew Taylor,Bolton,eng,34,M(CLR),178,73,29(8),2582,8,1,2,0,2.9,62.5,0.5,1,0.9,1.3,0.6,0,1.1,0.7,0.2,0,1.4,0.3,0.9,0.1,1.4,0,22,1.5,1.4,0.1,2009-10
Kevin Davies,Bolton,eng,39,"AM(L),FW",183,82,37,3316,7,7,9,0,1.9,53.3,6,2,1.6,0.7,3.3,0,1.3,0.4,0.1,1,2.2,0.3,2.4,0.6,2.6,0,38.2,0.5,0.7,0.4,2009-10
Salomon Kalou,Chelsea,ci,31,"AM(LR),FW",184,77,11(12),956,5,3,2,0,1.6,80.9,0.2,1,0.7,0.3,0.7,0,0.3,0.2,0,0,1.4,0.7,0.4,0.3,1,0,15.5,0.2,0.3,0.2,2009-10
Andriy Shevchenko,Chelsea,ua,39,M(C),183,72,0(1),3,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,2009-10
Joe Cole,Chelsea,eng,34,M(LR),175,63,14(12),1284,2,5,2,0,1.5,83.3,0.3,0,1,0.9,0.7,0,0.2,0.3,0.1,0,1.1,1.1,0.5,0.1,1.4,0,26.3,0.6,0.5,0.2,2009-10
Patrick van Aanholt,Chelsea,nl,26,"D(L),M(L)",177,74,0(2),32,0,0,0,0,0,83.3,0.5,0,0,1.5,0.5,0,1,0.5,0,0,0.5,0,0,0,0,0,9,0.5,0,0,2009-10
Yuri Zhirkov,Chelsea,ru,33,"D(L),M(CL)",180,75,10(7),954,0,2,4,0,0.2,81.2,0.4,1,2.7,1.2,1,0,1.8,0.3,0.1,0,1.4,0.5,1.3,0,0.5,0,30.1,0.8,0.5,0,2009-10
Petr Cech,Chelsea,cz,34,GK,196,90,34,3021,0,1,0,1,0,55.7,0.1,0,0,0.1,0,0,1.1,0,0,1,0.2,0.1,0.1,0,0,0,25.3,0,7.5,0,2009-10
Ashley Cole,Chelsea,eng,35,D(L),176,66,25(2),2157,4,3,4,0,0.6,88.1,0.5,0,2.4,2.3,0.6,0.1,2.9,0.5,0.2,0,1.1,0.9,1.5,0.3,1.1,0,38.4,0.4,1.6,0.1,2009-10
Florent Malouda,Chelsea,fr,36,M(CL),184,73,26(7),2304,12,8,3,1,1.9,84.1,0.6,4,0.9,1.1,0.8,0,0.5,0.5,0,0,2.5,1.4,1.2,0.2,1.5,0,41.2,1.8,2.2,0.2,2009-10
Ricardo Carvalho,Chelsea,pt,38,D(C),183,79,22,1853,0,1,4,0,0.6,86.2,1.3,0,1.6,2.7,1,0.7,5.8,0.5,0.8,0,0.5,0.2,0.2,0,0.1,0,48.6,0.2,3.2,0,2009-10
Didier Drogba,Chelsea,ci,38,FW,189,91,31(1),2775,29,10,7,0,5.6,59.7,1.8,13,0.7,1,2,0,1.5,0.3,0.2,0,1.8,1.2,1.7,1.1,2.3,0,20,0.7,0.8,0.2,2009-10
Alex,Chelsea,br,34,D(C),188,92,13(3),1269,1,0,2,0,1.8,87.9,2.3,0,2.3,1.5,0.9,0.9,5.6,0.3,0.5,0,0.2,0.4,0.1,0,0.1,0,37.3,0,2.7,0.1,2009-10
Ross Turnbull,Chelsea,eng,31,GK,193,85,2,180,0,0,0,0,0,39.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,21.5,0,6,0,2009-10
Sam Hutchinson,Chelsea,eng,27,"D(C),DMC",182,73,0(2),21,0,1,0,0,0.5,100,0,0,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0,0,0.5,0,6.5,0.5,0,0,2009-10
John Terry,Chelsea,eng,35,D(C),187,90,37,3261,2,2,6,1,0.7,87.4,2.2,1,1.8,2.4,0.9,1.1,6.8,0.3,0.6,0,0.3,0.1,0.6,0,0.2,0,51.5,0,3,0,2009-10
Fabio Borini,Chelsea,it,25,"AM(LR),FW",178,73,0(4),32,0,0,0,0,0.8,83.3,0.3,0,0,0.3,0.3,0,0,0.3,0,0,0.3,0.3,0.5,0,0.8,0,4.5,0.3,0,0,2009-10
Nicolas Anelka,Chelsea,fr,37,FW,185,77,31(2),2705,11,7,0,0,3,78.6,1.1,2,0.8,0.9,0.6,0,0.1,0.2,0.1,0,1.8,1,1.1,0.8,2,0,31.4,0.6,1,0.1,2009-10
José Bosingwa,Chelsea,pt,34,D(CLR),183,75,8,649,0,1,0,0,1,86.6,1.6,1,2.3,1.9,1.8,0,2.6,0.3,0.1,0,1.6,1.3,1.3,0.3,1.1,0,40,0.5,2.3,0.3,2009-10
Nemanja Matic,Chelsea,rs,28,DMC,194,84,0(2),40,0,0,0,0,0.5,76.9,0.5,0,2.5,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,19.5,0,0,0,2009-10
Deco,Chelsea,pt,39,M(C),175,69,14(5),1240,2,2,4,0,1,81.3,0.3,2,2.6,2.4,0.8,0,0.5,0.9,0.1,0,2.2,1.3,1.1,0,2,0,48.3,0.9,2.7,0.3,2009-10
John Obi Mikel,Chelsea,ng,29,DMC,188,83,21(4),1746,0,1,3,0,0.5,89.8,0.7,0,2.4,2.2,1.7,0,1.6,0.6,0.2,0,0.7,0.4,1.4,0,1,0,53.1,0.1,4.8,0.1,2009-10
Daniel Sturridge,Chelsea,eng,27,"M(R),FW",188,76,2(11),289,1,0,0,0,1.2,77.9,0.1,0,0.2,0.1,0.2,0,0.2,0.1,0.1,0,0.2,0.3,0.5,0,0.5,0,5.9,0.1,0.3,0,2009-10
Michael Essien,Chelsea,gh,33,"D(R),DMC",183,78,13(1),1195,3,0,2,0,2.8,87.8,0.9,1,1.8,2.4,0.9,0.1,1.4,0.4,0.4,0,0.9,1.1,1.8,0.1,1.1,0,66.6,0.2,4.5,0.1,2009-10
Paulo Ferreira,Chelsea,pt,37,D(R),181,76,11(2),951,0,0,2,0,0.2,89.1,0.3,0,2,0.9,0.6,0.1,2.5,0.5,0.2,0,1.1,0.2,0.8,0,0.5,0,34.5,0.4,1.6,0,2009-10
Henrique Hilario,Chelsea,pt,40,Goalkeeper,189,85,2(1),218,0,0,0,0,0,67.3,0.3,0,0,0,0,0,0.7,0,0,0,0,0,0.3,0,0,0,17.3,0,5,0,2009-10
Jeffrey Bruma,Chelsea,nl,24,D(C),189,88,0(2),57,0,0,0,0,0,96.4,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0.5,0,2009-10
Frank Lampard,Chelsea,eng,38,M(C),184,89,36,3220,22,14,0,0,3.9,81,0.1,2,2.1,1,0.7,0,1.2,0.7,0.1,0,3.2,0.4,0.8,0.1,1.4,0,53.4,1.6,3.9,0.6,2009-10
Michael Ballack,Chelsea,de,39,"D(C),M(C),FW",189,88,26(6),2366,4,5,2,1,1.7,85.7,0.5,0,1.5,1.6,1.7,0,1.1,0.3,0.3,0,1,0.3,1.3,0.1,0.8,0,50.8,0.5,5.2,0.2,2009-10
Juliano Belletti,Chelsea,br,40,Defender,174,69,4(7),484,0,1,1,1,0.7,85,0.5,0,1.2,1.4,0.6,0.3,1,0.6,0.1,0,1.4,0.4,0.5,0.1,0.7,0,24.3,0.3,2,0.2,2009-10
Gaël Kakuta,Chelsea,fr,25,M(LR),172,65,0(1),31,0,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,15,0,0,0,2009-10
Branislav Ivanovic,Chelsea,rs,32,D(CR),185,91,25(3),2256,1,5,6,0,0.9,81.6,2.1,1,2.7,1.9,1.5,0.4,4.9,0.7,0.3,0,1.1,0.6,1.2,0,0.5,0,35.8,0.7,1.9,0,2009-10
Benjani,Sunderland,zw,38,FW,188,78,1(7),120,0,0,0,0,0.3,69,0.3,0,0.1,0.1,0.6,0,0,0,0.1,0,0,0,0,0.4,0.5,0,3.6,0,0.1,0,2009-10
Darren Bent,Sunderland,eng,32,FW,180,73,38,3393,24,1,5,0,3,69.4,2.8,4,0.7,0.8,1.1,0,0.8,0.4,0,0,0.8,0.4,0.7,1.5,1.2,0,22.5,0.1,0.4,0,2009-10
Craig Gordon,Sunderland,sct,33,GK,193,83,26,2317,0,0,3,0,0,39.8,0.1,0,0,0,0.1,0,1.1,0,0,0,0,0,0.2,0,0,0,31,0,11.3,0,2009-10
Lee Cattermole,Sunderland,eng,28,M(C),178,76,19(3),1497,0,3,7,1,0.5,75.6,0.4,0,3.3,2.1,1.8,0,1.1,1.4,0.2,0,0.6,0.3,0.6,0,1.4,0,29.3,0.1,3.4,0,2009-10
Phil Bardsley,Sunderland,sct,31,D(LR),180,74,18(8),1698,0,0,8,0,0.5,61.3,0.5,0,2.2,1.3,1.5,0,4.2,0.5,0.4,0,0.1,0.3,0.7,0,0.7,0,24.1,0.2,1.7,0,2009-10
Boudewijn Zenden,Sunderland,nl,40,FW,173,69,1(19),501,2,0,1,0,1,73.3,0.5,0,0.8,0.8,0.4,0,0.7,0.1,0.2,0,0.3,0.1,0.4,0,0.8,0,11.1,0.7,0.8,0,2009-10
Kieran Richardson,Sunderland,eng,31,"D(L),M(CL)",173,71,28(1),2418,1,1,7,1,1,74,0.8,0,2,2.1,1.7,0,2.7,0.3,0.3,0,0.8,0.5,1,0.1,1.9,0,32.7,0.9,1.8,0.2,2009-10
Alan Hutton,Sunderland,sct,31,D(R),185,72,11,951,0,1,1,1,0.5,70.3,0.9,0,2.4,1.4,0.9,0.2,3.6,0.6,0.2,0,1,1,1.1,0.1,0.9,0,31.8,1,1.8,0,2009-10
Paulo Da Silva,Sunderland,py,36,D(C),180,76,12(4),1160,0,0,0,0,0.3,68.9,2.2,0,2.8,2,0.8,0.6,6.8,0.2,0.7,0,0.1,0.2,0.2,0,0,0,21.9,0.1,0.7,0,2009-10
David Meyler,Sunderland,ie,27,"DMC,M(LR)",189,81,9(1),730,0,0,4,1,0.4,71.6,0.4,0,3.2,2.2,2,0,1.6,1.1,0.5,0,0.5,0.3,1.5,0.1,0.7,0,30.6,0.1,1.6,0,2009-10
Matthew Kilgallon,Sunderland,eng,32,D(CL),188,81,6(1),612,0,0,0,0,0.3,66.1,1.3,0,2.1,2.3,0.7,0.3,10.3,0.3,0.6,0,0,0,0,0,0.6,0,25.7,0,1.6,0,2009-10
Marton Fülöp,Sunderland,hu,33,GK,196,92,12(1),1103,0,0,0,0,0,38.7,0,0,0,0,0,0,1.7,0.1,0,0,0.1,0,0.2,0,0,0,31.8,0,10.9,0,2009-10
Danny Collins,Sunderland,wls,36,D(C),185,75,3,270,0,0,0,0,0.3,58,3,0,0,2,1.3,0.3,16.3,0.3,1.7,0,0.3,0,0.3,0,0,0,23,0,2.3,0,2009-10
Grant Leadbitter,Sunderland,eng,30,DMC,174,68,0(1),28,0,0,0,0,0,70,0,0,1,4,1,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,2009-10
George McCartney,Sunderland,nir,35,D(L),180,69,20(5),1757,0,0,4,0,0.1,67.7,0.7,0,2.1,1.7,0.8,0.2,3.6,0.4,0.4,0,0.3,0.3,1,0.2,0.5,0,24.2,0.4,1.4,0,2009-10
Nyron Nosworthy,Sunderland,eng,35,D(C),183,79,7(3),709,0,0,3,0,0.1,62.8,1.5,0,2.3,2.4,1.4,0.4,6.2,0.4,0.8,0,0.4,0.8,0.9,0,0.6,0,22.3,0.3,1.7,0,2009-10
Jordan Henderson,Sunderland,eng,26,M(CLR),182,67,23(10),2189,1,5,3,0,1,68.4,0.3,0,1.8,2.1,1.1,0,1.2,0.7,0.1,0,0.8,0.5,0.4,0.1,1.2,0,24.8,0.8,0.9,0.1,2009-10
Michael Turner,Sunderland,eng,32,D(C),193,84,29,2550,2,0,7,2,0.5,68.6,2.3,1,2.1,2.3,1.3,0.7,10.7,0.5,1,0,0.1,0,1,0,0.1,0,26.9,0,2.5,0,2009-10
Andy Reid,Sunderland,ie,34,M(CL),170,71,18(3),1645,2,6,2,0,1.6,68.5,0.2,3,1.8,1.7,1,0,0.7,0.7,0.1,0,2.3,1.2,1.4,0,2.3,0,37.8,3.2,3.2,0.2,2009-10
John Mensah,Sunderland,gh,33,"D(CL),DMC",180,84,14(2),1073,1,0,4,0,0.4,67.6,1.4,3,2.2,3.3,1.1,0.4,5.9,0.4,0.6,1,0,0.3,1.1,0,0.2,0,20.4,0,1.6,0,2009-10
Kenwyne Jones,Sunderland,tt,31,FW,188,84,24(8),2185,9,3,1,1,1.9,54.5,5.9,6,0.5,0.5,0.7,0.1,2,0.3,0.3,0,0.8,0.5,1.8,0.2,2.3,0,20.5,0.1,0.4,0.2,2009-10
Anton Ferdinand,Sunderland,eng,31,D(C),183,78,19(5),1776,0,1,2,0,0,65,2,0,1.3,1.8,0.4,0.3,8.4,0.3,0.8,1,0.3,0.1,0.3,0,0.1,0,23.1,0,1.5,0,2009-10
Jack Colback,Sunderland,eng,26,"D(L),M(C)",176,70,0(1),12,0,0,0,1,0,60,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2009-10
Steed Malbranque,Sunderland,fr,36,M(C),171,75,30(1),2093,0,5,3,0,1,75.8,0.2,1,2.5,2.3,1.4,0,0.5,1,0.1,0,1.6,1.3,1.4,0,2.4,0,26,0.6,0.8,0.5,2009-10
Fraizer Campbell,Sunderland,eng,29,FW,172,82,19(12),1912,4,4,3,0,1,66.8,0.5,0,1,1.2,1.1,0,0.7,0.4,0,0,0.5,0.7,1.1,0.4,2.1,0,14.4,0.1,0.3,0,2009-10
Lorik Cana,Sunderland,al,33,D(C),186,77,29(2),2597,0,1,9,1,0.7,71.4,3.1,2,3.6,2.5,1.9,0,4.2,1,0.4,0,0.5,0.1,1.5,0,0.4,0,32.9,0.1,2,0,2009-10
David Healy,Sunderland,nir,37,Forward,173,68,0(3),32,0,0,0,0,0,50,0,0,0.3,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,3.3,0.3,0.3,0,2009-10
Daryl Murphy,Sunderland,ie,33,"AM(LR),FW",191,88,2(1),168,0,0,0,0,0,65.4,1.3,0,1.3,1,0.7,0,2.7,1,0,0,0,1.3,0.3,0,2.7,0,17.3,0.3,0,0,2009-10
Gaël Givet,Blackburn,fr,34,"D(C),DMC",181,75,33(1),2800,2,2,3,0,0.3,61.5,1.8,2,1.6,2.6,0.6,0.3,7.3,0.3,0.6,1,0.2,0,0.7,0,0.1,0,21.9,0.1,0.5,0,2009-10
Steven Reid,Blackburn,ie,35,D(R),180,75,1(3),124,0,0,1,0,0.3,67.9,0.3,0,0.3,0.3,1,0,0.5,0.3,0,0,0.3,0.3,0.5,0,0.3,0,14,0,1.5,0,2009-10
Grant Hanley,Blackburn,sct,24,D(C),187,81,1,90,0,0,0,0,1,40,4,0,1,4,2,0,7,0,0,0,0,0,2,0,0,0,15,0,1,0,2009-10
Lars Jacobsen,Blackburn,dk,36,D(LR),181,78,11(2),1033,0,0,0,0,0.1,66.6,0.2,0,0.8,1.2,0.1,0.1,3.8,0.3,0.2,0,0.5,0.2,0.4,0,0.5,0,23.5,0.6,1.8,0,2009-10
Franco Di Santo,Blackburn,ar,27,"AM(L),FW",193,88,15(7),1160,1,1,3,0,1,65.4,1.7,0,0.9,0.5,1.6,0,0,0.2,0,0,0.5,0.3,0.8,0.9,1.2,0,12.1,0.1,0.2,0,2009-10
